mean,sd,mc_error,hpd_2.5,hpd_97.5
0.505280315429,0.0552350557326,0.000971355336888,0.395946713289,0.61269808236
0.168424262084,0.0667135202429,0.00118164859107,0.0449540066915,0.304208620326
0.342026124612,0.0580070312853,0.00109142831694,0.235119346124,0.458552739454
0.499415186009,0.285999464581,0.00585622936732,0.0423847942344,0.980308747478
